string_id	all amino-acids	SUM(r_k*ln(r_k)) --> -H(amino-acids)	SUM(r_k*e_k)	ln(p)	cost_protein (5*n(aa))	decay	protein term (cost protein * decay)
4932.YMR240C	436.0	-2.85628425521	144.419724771	-12.9610966075	2180.0	54	117720.0
4932.YMR241W	314.0	-2.83347862559	133.127388535	-8.31735376379	1570.0	21	32970.0
4932.YMR242C	172.0	-2.83120360092	149.959302326	-7.29107359269	860.0	137	117820.0
4932.YMR243C	442.0	-2.81970590366	132.660633484	-8.83954654037	2210.0	35	77350.0
4932.YMR244C-A	104.0	-2.79255229163	172.480769231	-11.3973634785	520.0	33	17160.0
4932.YMR247C	1562.0	-2.82283725679	138.776568502	-10.850120114	7810.0	3	23430.0
4932.YMR250W	585.0	-2.90240342626	146.844444445	-9.81353466349	2925.0	62	181350.0
4932.YMR253C	414.0	-2.82511404523	132.987922705	-10.8106994537	2070.0	17	35190.0
4932.YMR255W	188.0	-2.64142870062	148.281914894	-11.042877076	940.0	66	62040.0
4932.YMR258C	553.0	-2.85772247453	151.282097649	-12.2503958971	2765.0	53	146545.0
4932.YMR259C	1420.0	-2.83687334389	142.912676056	-9.22831576097	7100.0	89	631900.0
4932.YMR260C	153.0	-2.74186288269	136.699346405	-8.54409055835	765.0	32	24480.0
4932.YMR261C	1054.0	-2.87539686884	138.445920304	-7.76212979705	5270.0	22	115940.0
4932.YMR262W	313.0	-2.90641688654	157.891373802	-12.2580658131	1565.0	39	61035.0
4932.YMR263W	201.0	-2.77526661488	148.661691542	-12.3229022079	1005.0	-263	-264315.0
4932.YMR264W	203.0	-2.83074767878	121.206896551	-12.8108157164	1015.0	25	25375.0
4932.YMR266W	953.0	-2.86438966339	133.863588667	-8.6232138519	4765.0	42	200130.0
4932.YMR267W	310.0	-2.87351225412	148.183870967	-12.2848566265	1550.0	357	553350.0
4932.YMR268C	444.0	-2.85945641065	139.162162162	-13.5098028807	2220.0	52	115440.0
4932.YMR270C	365.0	-2.80065154547	142.712328767	-12.7486470534	1825.0	9	16425.0
4932.YMR271C	227.0	-2.80160066298	112.859030837	-11.5164232791	1135.0	32	36320.0
4932.YMR272C	384.0	-2.88679962704	172.6015625	-9.63297633901	1920.0	77	147840.0
4932.YMR275C	976.0	-2.83269303908	134.526639344	-11.5369044943	4880.0	10	48800.0
4932.YMR276W	373.0	-2.73861532472	115.764075067	-9.72778758608	1865.0	50	93250.0
4932.YMR277W	732.0	-2.86623803785	139.855191257	-9.7264162782	3660.0	20	73200.0
4932.YMR278W	622.0	-2.91386301864	147.721864952	-9.34451472213	3110.0	26	80860.0
4932.YMR280C	1433.0	-2.82430618835	132.739009072	-13.3100019165	7165.0	11	78815.0
4932.YMR282C	580.0	-2.87033215137	151.746551724	-12.3352203647	2900.0	45	130500.0
4932.YMR284W	602.0	-2.82164754578	140.249169435	-10.930003904	3010.0	20	60200.0
4932.YMR285C	515.0	-2.91371592395	159.926213592	-10.8461927458	2575.0	22	56650.0
4932.YMR286W	86.0	-2.67706051011	113.895348837	-11.6492488661	430.0	-131	-56330.0
4932.YMR287C	969.0	-2.87632194955	140.82868937	-12.8291531879	4845.0	35	169575.0
4932.YMR288W	971.0	-2.8760103772	135.174047374	-11.3323837968	4855.0	27	131085.0
4932.YMR289W	374.0	-2.88490270334	141.890374332	-13.1760968613	1870.0	-456	-852720.0
4932.YMR291W	586.0	-2.87833766085	149.808873721	-8.57527727744	2930.0	14	41020.0
4932.YMR292W	138.0	-2.56876934574	105.456521739	-11.0956793771	690.0	8	5520.0
4932.YMR296C	558.0	-2.87527278163	135.940860215	-8.48694871988	2790.0	-167	-465930.0
4932.YMR297W	532.0	-2.88989185299	149.605263157	-8.86670169347	2660.0	13	34580.0
4932.YMR301C	690.0	-2.8466600593	125.35942029	-10.4334414569	3450.0	34	117300.0
4932.YMR302C	850.0	-2.86025968895	130.243529412	-10.9493977304	4250.0	46	195500.0
4932.YMR303C	348.0	-2.82216974083	133.971264368	-6.98471950862	1740.0	41	71340.0
4932.YMR304W	1230.0	-2.86630219228	139.890243902	-8.94025343165	6150.0	20	123000.0
4932.YMR305C	389.0	-2.70662724494	117.76092545	-9.70379324949	1945.0	18	35010.0
4932.YMR308C	1089.0	-2.84014483152	125.887052342	-7.93808196472	5445.0	88	479160.0
4932.YMR309C	812.0	-2.79733323579	126.86453202	-6.63686206607	4060.0	-1457	-5915420.0
4932.YMR310C	317.0	-2.81669673819	128.914826498	-13.099377953	1585.0	18	28530.0
4932.YMR311C	229.0	-2.76706549477	134.96069869	-9.4549018282	1145.0	53	60685.0
4932.YMR313C	642.0	-2.86915018379	141.158878504	-10.4603599027	3210.0	21	67410.0
4932.YMR314W	234.0	-2.81176858617	118.555555556	-8.46218558749	1170.0	-68	-79560.0
4932.YMR315W	349.0	-2.80067053753	119.501432665	-8.51202064227	1745.0	53	92485.0
4932.YMR318C	360.0	-2.87084969648	149.969444444	-8.30040522514	1800.0	57	102600.0
4932.YMR319C	552.0	-2.90340481052	146.532608695	-10.3073346648	2760.0	116	320160.0
4932.YMR322C	237.0	-2.80246491807	124.47257384	-15.5184546355	1185.0	3	3555.0
4932.YNL001W	386.0	-2.75196389012	143.709844559	-9.51677399929	1930.0	106	204580.0
4932.YNL002C	322.0	-2.74289841404	112.329192547	-9.81215933639	1610.0	96	154560.0
4932.YNL003C	284.0	-2.84205717933	132.419014084	-11.5836471226	1420.0	29	41180.0
4932.YNL004W	454.0	-2.75794434091	128.484581498	-9.85618396329	2270.0	3	6810.0
4932.YNL005C	371.0	-2.77653855504	130.129380054	-10.1560293397	1855.0	26	48230.0
4932.YNL006W	303.0	-2.8853993053	163.072607261	-10.7392306819	1515.0	37	56055.0
4932.YNL007C	352.0	-2.7624085525	114.519886364	-7.6294175276	1760.0	274	482240.0
4932.YNL009W	420.0	-2.84669315361	139.085714286	-10.4549178939	2100.0	13	27300.0
4932.YNL010W	241.0	-2.83111756003	141.958506224	-8.05580971984	1205.0	97	116885.0
4932.YNL014W	1044.0	-2.86329332703	131.782567051	-8.00937377752	5220.0	3	15660.0
4932.YNL015W	75.0	-2.58921606765	151.266666666	-9.71600806749	375.0	106	39750.0
4932.YNL016W	453.0	-2.8203546091	137.858719647	-7.60281564791	2265.0	72	163080.0
4932.YNL020C	638.0	-2.84189271795	132.594043887	-12.8868956393	3190.0	37	118030.0
4932.YNL022C	490.0	-2.86459353441	150.151020408	-10.7717768679	2450.0	49	120050.0
4932.YNL023C	965.0	-2.88477311254	191.023834197	-11.4484392012	4825.0	89	429425.0
4932.YNL025C	323.0	-2.88509670453	161.448916408	-13.908299503	1615.0	240	387600.0
4932.YNL027W	678.0	-2.77366665908	134.384955752	-9.97513220174	3390.0	10	33900.0
4932.YNL030W	103.0	-2.61032374523	109.572815534	-7.23868747376	515.0	167	86005.0
4932.YNL031C	136.0	-2.66489733203	108.448529412	-7.87514680338	680.0	223	151640.0
4932.YNL032W	281.0	-2.83350402922	142.306049822	-11.7059110271	1405.0	516	724980.0
4932.YNL035C	389.0	-2.88182079158	153.264781491	-10.2198942528	1945.0	72	140040.0
4932.YNL036W	221.0	-2.87762017449	163.755656108	-10.1643623791	1105.0	14	15470.0
4932.YNL037C	360.0	-2.81561515016	118.588888889	-8.09842060168	1800.0	29	52200.0
4932.YNL039W	594.0	-2.80039830268	127.722222222	-11.1705823367	2970.0	13	38610.0
4932.YNL040W	456.0	-2.84436477668	136.028508772	-10.884503841	2280.0	15	34200.0
4932.YNL041C	839.0	-2.76947383653	128.779499404	-9.71355299379	4195.0	101	423695.0
4932.YNL044W	176.0	-2.74655399142	116.380681818	-9.09028665589	880.0	44	38720.0
4932.YNL048W	548.0	-2.88243371001	154.187956204	-10.1891965	2740.0	152	416480.0
4932.YNL051W	403.0	-2.7384615783	129.915632754	-10.9113174646	2015.0	28	56420.0
4932.YNL052W	153.0	-2.82849898787	142.352941177	-10.5030003637	765.0	250	191250.0
4932.YNL056W	197.0	-2.86082089979	141.365482233	-11.9712589835	985.0	-137	-134945.0
4932.YNL059C	755.0	-2.85716793398	135.956291391	-9.3341776389	3775.0	38	143450.0
4932.YNL061W	618.0	-2.81720669212	124.265372169	-8.00571527375	3090.0	886	2737740.0
4932.YNL062C	478.0	-2.84638491109	137.991631799	-10.7099498499	2390.0	69	164910.0
4932.YNL064C	409.0	-2.81250104927	129.425427873	-6.43653566111	2045.0	34	69530.0
4932.YNL066W	420.0	-2.7223757903	128.795238096	-9.99277276449	2100.0	57	119700.0
4932.YNL067W	191.0	-2.77267908846	130.397905759	-6.10080099359	955.0	-1032	-985560.0
4932.YNL068C	862.0	-2.78707210073	126.954756381	-11.2702594166	4310.0	26	112060.0
4932.YNL071W	482.0	-2.78902470823	109.900414938	-8.04721798463	2410.0	52	125320.0
4932.YNL072W	307.0	-2.87443714741	141.035830619	-13.3927956755	1535.0	49	75215.0
4932.YNL073W	576.0	-2.8595933607	137.041666667	-10.8066471227	2880.0	50	144000.0
4932.YNL079C	199.0	-2.43991821512	127.984924623	-7.96252611987	995.0	153	152235.0
4932.YNL080C	366.0	-2.84597916853	145.770491804	-13.3178744655	1830.0	9	16470.0
4932.YNL081C	143.0	-2.84964960803	157.510489511	-12.3735947664	715.0	15	10725.0
4932.YNL084C	349.0	-2.79246111186	139.550143267	-9.54401744908	1745.0	90	157050.0
4932.YNL085W	830.0	-2.84448172125	130.878313253	-9.22153874557	4150.0	28	116200.0
4932.YNL087W	1178.0	-2.82997565861	130.944821732	-8.43249916714	5890.0	19	111910.0
4932.YNL088W	1428.0	-2.84254401897	138.461484594	-9.01131012887	7140.0	81	578340.0
4932.YNL091W	1240.0	-2.81411851187	135.596774193	-9.47766644441	6200.0	32	198400.0
4932.YNL093W	220.0	-2.87050862871	132.313636364	-13.3460328287	1100.0	28	30800.0
4932.YNL095C	642.0	-2.86604694571	132.277258567	-12.1229532217	3210.0	83	266430.0
4932.YNL096C	190.0	-2.73476283831	112.694736842	-7.14990657688	950.0	-170	-161500.0
4932.YNL097C	330.0	-2.86241338549	149.812121212	-11.685757672	1650.0	49	80850.0
4932.YNL098C	322.0	-2.76451244892	117.832298137	-8.51979607534	1610.0	25	40250.0
4932.YNL099C	238.0	-2.83081613202	133.831932773	-12.6789657319	1190.0	42	49980.0
4932.YNL100W	234.0	-2.86231994876	144.816239316	-10.6338304223	1170.0	126	147420.0
4932.YNL102W	1468.0	-2.87085245879	136.95640327	-10.1331096791	7340.0	-4088	-30005920.0
4932.YNL103W	672.0	-2.74319564906	126.086309523	-9.47142679873	3360.0	9	30240.0
4932.YNL104C	619.0	-2.87497584721	128.678513732	-7.18003827847	3095.0	42	129990.0
4932.YNL106C	1183.0	-2.86105921023	130.715131023	-11.4460059628	5915.0	-98	-579670.0
4932.YNL107W	226.0	-2.83477377434	133.508849557	-12.4671443306	1130.0	92	103960.0
4932.YNL108C	270.0	-2.8560100395	146.296296296	-10.1675131774	1350.0	-409	-552150.0
4932.YNL110C	220.0	-2.7233439807	140.554545455	-9.92348765585	1100.0	155	170500.0
4932.YNL111C	120.0	-2.7728964469	125.125	-11.0333443415	600.0	73	43800.0
4932.YNL113W	142.0	-2.767168752	132.838028169	-8.6776590354	710.0	-302	-214420.0
4932.YNL116W	522.0	-2.86313423152	134.473180076	-12.938666534	2610.0	23	60030.0
4932.YNL118C	970.0	-2.79275196176	129.062886598	-8.45817129138	4850.0	36	174600.0
4932.YNL119W	493.0	-2.83258102192	147.188640973	-11.1603293223	2465.0	51	125715.0
4932.YNL121C	617.0	-2.77658130785	126.589951377	-8.17484015246	3085.0	29	89465.0
4932.YNL123W	997.0	-2.86642291398	128.689067201	-9.43792876265	4985.0	72	358920.0
4932.YNL124W	492.0	-2.8084549709	121.863821138	-12.6524655044	2460.0	82	201720.0
4932.YNL126W	846.0	-2.82272947034	135.491725768	-13.6041974229	4230.0	32	135360.0
4932.YNL127W	953.0	-2.85731688	143.261280168	-12.8121689972	4765.0	84	400260.0
4932.YNL129W	240.0	-2.83288938748	148.475	-13.1346649211	1200.0	-2531	-3037200.0
4932.YNL131W	152.0	-2.68270698789	103.467105263	-10.3864897877	760.0	-197	-149720.0
4932.YNL132W	1056.0	-2.85065468875	128.87310606	-8.22010294475	5280.0	31	163680.0
4932.YNL134C	376.0	-2.8322851321	124.795212766	-8.23894017457	1880.0	104	195520.0
4932.YNL135C	114.0	-2.76922991402	110.122807018	-8.54975115709	570.0	196	111720.0
4932.YNL136W	425.0	-2.71687740782	136.811764706	-13.6835368071	2125.0	11	23375.0
4932.YNL137C	486.0	-2.84740123111	142.561728395	-10.4123221675	2430.0	-130	-315900.0
4932.YNL138W	526.0	-2.82559835676	122.184410646	-7.95310706954	2630.0	87	228810.0
4932.YNL139C	1597.0	-2.84948653737	137.621790858	-9.09360130153	7985.0	86	686710.0
4932.YNL141W	347.0	-2.86374927056	144.308357349	-8.5388468464	1735.0	82	142270.0
4932.YNL147W	115.0	-2.74727019942	132.417391304	-10.3945465855	575.0	-153	-87975.0
4932.YNL148C	254.0	-2.82246777919	119.212598425	-12.4943411949	1270.0	2	2540.0
4932.YNL153C	129.0	-2.65946302105	117.821705426	-9.75015438476	645.0	-2214	-1428030.0
4932.YNL154C	546.0	-2.86033844298	143.082417582	-8.90825032376	2730.0	18	49140.0
4932.YNL155W	274.0	-2.85882028881	160.164233577	-10.9362426942	1370.0	78	106860.0
4932.YNL156C	299.0	-2.84300589911	148.464882944	-10.3605477574	1495.0	47	70265.0
4932.YNL158W	198.0	-2.82613877037	129.833333333	-10.8834072031	990.0	49	48510.0
4932.YNL161W	756.0	-2.86390447865	143.947089947	-12.2639605118	3780.0	31	117180.0
4932.YNL162W	106.0	-2.58490220217	175.867924529	-8.21133419418	530.0	224	118720.0
4932.YNL162W-A	72.0	-2.75043768087	161.888888888	-17.0667163369	360.0	17	6120.0
4932.YNL163C	1110.0	-2.85725592518	127.498198198	-8.89293922539	5550.0	2	11100.0
4932.YNL167C	647.0	-2.70095250247	118.42194745	-10.3840932216	3235.0	18	58230.0
4932.YNL168C	259.0	-2.86849316449	133.444015444	-10.2355227184	1295.0	444	574980.0
4932.YNL169C	500.0	-2.88770794232	138.863999999	-11.1864333346	2500.0	16	40000.0
4932.YNL172W	1748.0	-2.85071267222	131.488558353	-11.9223676981	8740.0	31	270940.0
4932.YNL173C	366.0	-2.71391631474	115.740437159	-10.1290275882	1830.0	40	73200.0
4932.YNL175C	403.0	-2.77356405729	131.320099256	-8.66810992774	2015.0	78	157170.0
4932.YNL177C	309.0	-2.82913647696	133.679611651	-10.758165367	1545.0	151	233295.0
4932.YNL180C	331.0	-2.82815217014	137.870090635	-10.5126126093	1655.0	29	47995.0
4932.YNL181W	407.0	-2.85795544442	142.339066339	-10.2996534942	2035.0	2991	6086685.0
4932.YNL183C	790.0	-2.79805769247	130.944303798	-9.44855644946	3950.0	7	27650.0
4932.YNL185C	158.0	-2.74335102846	115.506329114	-10.6812456013	790.0	169	133510.0
4932.YNL186W	792.0	-2.79979031337	134.777777778	-9.14513424156	3960.0	54	213840.0
4932.YNL189W	542.0	-2.847775329	123.915129151	-9.07179542661	2710.0	39	105690.0
4932.YNL191W	357.0	-2.88167219593	136.078431373	-10.4547952855	1785.0	53	94605.0
4932.YNL197C	661.0	-2.73325285628	120.812405446	-9.00513975255	3305.0	22	72710.0
4932.YNL200C	246.0	-2.86118750615	132.25203252	-11.3481912678	1230.0	141	173430.0
4932.YNL201C	858.0	-2.84213095747	137.906759906	-10.0345024811	4290.0	137	587730.0
4932.YNL206C	455.0	-2.76436594261	122.12967033	-10.4909675102	2275.0	-184	-418600.0
4932.YNL207W	425.0	-2.85580048629	146.665882353	-9.4443502335	2125.0	61	129625.0
4932.YNL209W	613.0	-2.78025148662	105.076672105	-5.40246345127	3065.0	712	2182280.0
4932.YNL212W	782.0	-2.84241465931	134.143222507	-9.4098769226	3910.0	22	86020.0
4932.YNL215W	320.0	-2.6540190904	113.7375	-10.4972434745	1600.0	281	449600.0
4932.YNL216W	827.0	-2.83589145146	123.438935913	-8.76103311707	4135.0	42	173670.0
4932.YNL217W	326.0	-2.89026820998	155.496932516	-12.7723206929	1630.0	41	66830.0
4932.YNL220W	433.0	-2.82291205931	127.967667437	-7.42620413023	2165.0	57	123405.0
4932.YNL224C	767.0	-2.83299520775	130.413298566	-11.0802397946	3835.0	31	118885.0
4932.YNL225C	581.0	-2.79946564633	139.270223752	-12.1297427664	2905.0	29	84245.0
4932.YNL227C	590.0	-2.78269531272	146.866101695	-12.2186067855	2950.0	35	103250.0
4932.YNL229C	354.0	-2.84644330419	139.279661017	-9.7905855001	1770.0	39	69030.0
4932.YNL230C	379.0	-2.84618767033	144.941952507	-11.045959696	1895.0	13	24635.0
4932.YNL231C	351.0	-2.84239382893	142.378917378	-8.63949407349	1755.0	69	121095.0
4932.YNL232W	292.0	-2.82144219112	114.606164384	-9.44020949125	1460.0	53	77380.0
4932.YNL236W	974.0	-2.87480761719	144.049281315	-10.1749818508	4870.0	-293	-1426910.0
4932.YNL238W	814.0	-2.8597719406	135.035626535	-9.39323781223	4070.0	93	378510.0
4932.YNL239W	454.0	-2.86705814219	140.808370044	-9.35312848683	2270.0	20	45400.0
4932.YNL241C	505.0	-2.86000229195	130.388118812	-7.93567180504	2525.0	-117	-295425.0
4932.YNL243W	968.0	-2.8298095974	128.72107438	-7.91841690214	4840.0	480	2323200.0
4932.YNL246W	264.0	-2.81734264833	143.299242424	-10.5655015475	1320.0	-65	-85800.0
4932.YNL247W	767.0	-2.86865288852	142.556714472	-7.79718105026	3835.0	39	149565.0
4932.YNL248C	415.0	-2.77665605151	113.956626506	-9.24403115727	2075.0	113	234475.0
4932.YNL249C	542.0	-2.89134414277	150.987084871	-13.1524178143	2710.0	90	243900.0
4932.YNL250W	1312.0	-2.74521023553	134.733993903	-10.4697871371	6560.0	-924	-6061440.0
4932.YNL251C	575.0	-2.85738441398	130.673043478	-8.56010294695	2875.0	53	152375.0
4932.YNL252C	281.0	-2.82529969174	135.177935943	-11.6071704587	1405.0	43	60415.0
4932.YNL255C	153.0	-2.8329175483	230.437908497	-7.45184408023	765.0	135	103275.0
4932.YNL256W	824.0	-2.87662278581	135.696601942	-10.9060727683	4120.0	13	53560.0
4932.YNL258C	754.0	-2.82622699637	146.860742705	-9.69835509731	3770.0	29	109330.0
4932.YNL259C	73.0	-2.76345523097	145.328767123	-11.2707263288	365.0	39	14235.0
4932.YNL260C	198.0	-2.80885835687	146.191919192	-14.0104131311	990.0	-116	-114840.0
4932.YNL261W	479.0	-2.85558740151	138.828810021	-12.5786458007	2395.0	34	81430.0
4932.YNL262W	2222.0	-2.89119784907	145.07380738	-9.20797782132	11110.0	190	2110900.0
4932.YNL264C	350.0	-2.88289552224	151.571428572	-11.2787036956	1750.0	52	91000.0
4932.YNL265C	298.0	-2.74527119493	136.11409396	-10.6260743855	1490.0	138	205620.0
4932.YNL267W	1066.0	-2.84363836757	129.365853659	-11.8592766414	5330.0	-156	-831480.0
4932.YNL271C	1953.0	-2.81340896643	128.75422427	-10.1157310648	9765.0	79	771435.0
4932.YNL272C	759.0	-2.77216649658	129.488801054	-9.18230663677	3795.0	46	174570.0
4932.YNL273W	1238.0	-2.83475291227	129.306946688	-12.2236128964	6190.0	103	637570.0
4932.YNL274C	350.0	-2.84999166354	125.422857142	-10.2847194574	1750.0	50	87500.0
4932.YNL277W	486.0	-2.87654001802	131.932098765	-13.0436665587	2430.0	23	55890.0
4932.YNL278W	1060.0	-2.85486955762	134.121698113	-9.92937608745	5300.0	2	10600.0
4932.YNL279W	661.0	-2.83679097651	139.461422088	-12.499246598	3305.0	2	6610.0
4932.YNL280C	438.0	-2.85681405909	155.011415525	-8.80597456748	2190.0	218	477420.0
4932.YNL281W	153.0	-2.76783310957	140.888888889	-9.24539231344	765.0	-443	-338895.0
4932.YNL282W	195.0	-2.8287848902	159.646153847	-11.3050793946	975.0	51	49725.0
4932.YNL284C	322.0	-2.80917362601	130.167701864	-9.93114015798	1610.0	109	175490.0
4932.YNL286W	285.0	-2.78152338712	132.705263158	-13.2064968261	1425.0	3	4275.0
4932.YNL287W	935.0	-2.80228411119	120.162566845	-6.96185293215	4675.0	37	172975.0
4932.YNL290W	340.0	-2.83494998682	124.588235294	-9.86470750705	1700.0	54	91800.0
4932.YNL292W	403.0	-2.81220276046	126.330024814	-10.1869490581	2015.0	65	130975.0
4932.YNL297C	1636.0	-2.80924839525	136.341687041	-9.14560552938	8180.0	22	179960.0
4932.YNL298W	842.0	-2.86414557768	141.059382422	-10.6860902663	4210.0	105	442050.0
4932.YNL308C	591.0	-2.67732236717	126.780033841	-6.94278715962	2955.0	31	91605.0
4932.YNL309W	420.0	-2.7521933499	122.911904762	-11.8553031882	2100.0	69	144900.0
4932.YNL310C	174.0	-2.89110523947	170.971264368	-10.6854139185	870.0	101	87870.0
4932.YNL311C	763.0	-2.82344761605	143.131061598	-12.7397006557	3815.0	14	53410.0
4932.YNL312W	273.0	-2.8585292192	132.765567765	-10.2510057048	1365.0	125	170625.0
4932.YNL313C	904.0	-2.84983535279	141.82079646	-8.48856620671	4520.0	47	212440.0
4932.YNL315C	318.0	-2.87587888755	145.201257862	-10.6140919159	1590.0	64	101760.0
4932.YNL316C	334.0	-2.89870888796	146.95508982	-12.2448749967	1670.0	53	88510.0
4932.YNL317W	465.0	-2.92426081261	159.87311828	-10.8028933562	2325.0	38	88350.0
4932.YNL320W	284.0	-2.86364040846	149.186619719	-12.6982670815	1420.0	23	32660.0
4932.YNL323W	414.0	-2.92204109191	153.09178744	-9.66022699371	2070.0	17	35190.0
4932.YNL326C	336.0	-2.91368473718	173.020833334	-11.2701250087	1680.0	33	55440.0
4932.YNL329C	1030.0	-2.87274436831	132.31553398	-10.4698615339	5150.0	44	226600.0
4932.YNL330C	433.0	-2.88834451128	153.251732102	-9.91680945826	2165.0	1168	2528720.0
4932.YNR006W	622.0	-2.81139604718	131.133440515	-10.4139768915	3110.0	7	21770.0
4932.YNR009W	249.0	-2.77375255982	139.493975904	-13.1956543094	1245.0	19	23655.0
4932.YNR010W	149.0	-2.72456419251	135.953020134	-12.8992682081	745.0	30	22350.0
4932.YNR011C	876.0	-2.87163954827	135.014840183	-13.4623122017	4380.0	7	30660.0
4932.YNR012W	501.0	-2.87002742133	136.467065868	-11.9800397085	2505.0	50	125250.0
4932.YNR013C	894.0	-2.84834527094	135.987695749	-9.36118095989	4470.0	37	165390.0
4932.YNR015W	384.0	-2.89213982495	142.7421875	-10.5765391714	1920.0	99	190080.0
4932.YNR016C	2233.0	-2.87623047584	126.815942678	-5.68168823841	11165.0	233	2601445.0
4932.YNR018W	224.0	-2.84465219858	141.28125	-10.5534974125	1120.0	-70	-78400.0
4932.YNR021W	404.0	-2.83609783083	138.517326732	-8.3938370371	2020.0	24	48480.0
4932.YNR024W	186.0	-2.63234544595	136.5	-11.8738872379	930.0	2	1860.0
4932.YNR026C	471.0	-2.78649391923	124.864118896	-10.2532071693	2355.0	61	143655.0
4932.YNR027W	317.0	-2.84519110895	132.798107255	-11.0940759777	1585.0	234	370890.0
4932.YNR029C	429.0	-2.84351429746	136.452214452	-10.8450058785	2145.0	40	85800.0
4932.YNR030W	551.0	-2.84798431814	139.885662432	-9.95130425531	2755.0	59	162545.0
4932.YNR032W	368.0	-2.90955137859	151.413043479	-12.0998468168	1840.0	39	71760.0
4932.YNR033W	787.0	-2.90027819677	144.956797967	-10.326944999	3935.0	28	110180.0
4932.YNR034W	321.0	-2.85611056491	130.514018692	-9.95630457462	1605.0	37	59385.0
4932.YNR034W-A	98.0	-2.77064343912	113.43877551	-10.5042360972	490.0	-78	-38220.0
4932.YNR034W-A	98.0	-2.77064343912	113.43877551	-10.5042360972	490.0	-78	-38220.0
4932.YNR035C	342.0	-2.84224132295	127.842105263	-8.13783104321	1710.0	43	73530.0
4932.YNR036C	153.0	-2.80655849113	138.071895425	-13.4044143005	765.0	13	9945.0
4932.YNR038W	629.0	-2.79979461882	122.920508744	-9.34670946168	3145.0	74	232730.0
4932.YNR039C	605.0	-2.81685652912	127.509090909	-11.5082778638	3025.0	39	117975.0
